customer_id,customer_name,city,state,registration_date,customer_segment
11552,Customer_11552,Columbus,NC,2022-08-29,Standard
11553,Customer_11553,Houston,NY,2023-05-05,Standard
11554,Customer_11554,Detroit,CA,2023-05-12,Premium
11555,Customer_11555,Atlanta,MI,2023-11-20,VIP
11556,Customer_11556,Atlanta,GA,2022-04-14,Premium
11557,Customer_11557,Seattle,IL,2022-01-10,VIP
11558,Customer_11558,Miami,FL,2022-03-04,Premium
11559,Customer_11559,Chicago,TX,2022-09-30,Standard
11560,Customer_11560,New York,OH,2022-01-08,Premium
11561,Customer_11561,Seattle,OH,2023-11-13,Premium
11562,Customer_11562,Houston,NC,2023-08-20,Standard
11563,Customer_11563,Seattle,FL,2022-02-12,Standard
11564,Customer_11564,Chicago,TX,2022-04-10,Standard
11565,Customer_11565,New York,WA,2022-08-05,Standard
11566,Customer_11566,Chicago,WA,2023-06-19,Standard
11567,Customer_11567,Chicago,IL,2022-01-08,Standard
11568,Customer_11568,Charlotte,NY,2023-01-20,Standard
11569,Customer_11569,Atlanta,NY,2023-09-10,Standard
11570,Customer_11570,Columbus,IL,2023-06-17,Standard
11571,Customer_11571,Houston,TX,2022-09-30,Premium
11572,Customer_11572,Detroit,TX,2023-05-13,Premium
11573,Customer_11573,Miami,MI,2023-04-30,Standard
11574,Customer_11574,Seattle,GA,2022-12-12,VIP
11575,Customer_11575,Houston,CA,2023-09-11,Standard
11576,Customer_11576,Charlotte,IL,2023-03-16,Standard
11577,Customer_11577,Atlanta,IL,2022-12-11,VIP
11578,Customer_11578,Seattle,NC,2023-01-15,Premium
11579,Customer_11579,Miami,CA,2023-11-30,Premium
11580,Customer_11580,Columbus,CA,2022-12-18,Premium
11581,Customer_11581,Houston,TX,2022-11-19,VIP
11582,Customer_11582,Detroit,WA,2022-09-03,Standard
11583,Customer_11583,Atlanta,NC,2023-01-05,Premium
11584,Customer_11584,Los Angeles,MI,2023-11-13,Standard
11585,Customer_11585,Houston,OH,2023-02-13,Premium
11586,Customer_11586,Chicago,MI,2023-01-23,Standard
11587,Customer_11587,Chicago,NC,2023-09-18,VIP
11588,Customer_11588,Detroit,NY,2022-02-28,Premium
11589,Customer_11589,New York,IL,2022-12-31,VIP
11590,Customer_11590,Detroit,CA,2022-12-05,Premium
11591,Customer_11591,Atlanta,GA,2022-04-13,VIP
11592,Customer_11592,Chicago,TX,2022-01-04,Standard
11593,Customer_11593,Columbus,OH,2023-04-13,VIP
11594,Customer_11594,Columbus,CA,2023-12-17,Standard
11595,Customer_11595,Chicago,WA,2023-02-16,VIP
11596,Customer_11596,Atlanta,NC,2022-05-23,Standard
11597,Customer_11597,Charlotte,IL,2022-01-27,VIP
11598,Customer_11598,Miami,OH,2023-09-09,VIP
11599,Customer_11599,Miami,OH,2022-05-06,Premium
11600,Customer_11600,Atlanta,GA,2023-06-28,VIP
11601,Customer_11601,Los Angeles,IL,2022-10-14,Premium
11602,Customer_11602,Miami,FL,2023-12-18,Premium
11603,Customer_11603,Seattle,CA,2022-09-12,VIP
11604,Customer_11604,Miami,GA,2023-01-13,VIP
11605,Customer_11605,Seattle,WA,2023-04-08,Premium
11606,Customer_11606,Chicago,CA,2023-09-26,Standard
11607,Customer_11607,Charlotte,IL,2023-12-04,VIP
11608,Customer_11608,Detroit,MI,2023-11-06,Premium
11609,Customer_11609,Charlotte,NY,2023-05-02,VIP
11610,Customer_11610,Miami,WA,2023-06-12,VIP
11611,Customer_11611,Miami,CA,2023-02-28,Premium
11612,Customer_11612,Atlanta,FL,2023-11-08,Standard
11613,Customer_11613,Detroit,TX,2022-07-12,VIP
11614,Customer_11614,Miami,WA,2022-01-04,Standard
11615,Customer_11615,New York,OH,2023-10-16,Standard
11616,Customer_11616,New York,IL,2022-11-26,Standard
11617,Customer_11617,Los Angeles,GA,2022-01-18,Premium
11618,Customer_11618,Chicago,TX,2023-10-11,VIP
11619,Customer_11619,Seattle,TX,2023-01-04,VIP
11620,Customer_11620,Charlotte,NY,2022-02-16,VIP
11621,Customer_11621,Chicago,NC,2022-11-30,VIP
11622,Customer_11622,Seattle,FL,2023-11-26,Standard
11623,Customer_11623,Seattle,NY,2023-03-31,Standard
11624,Customer_11624,Houston,OH,2022-08-28,VIP
11625,Customer_11625,Miami,GA,2023-09-14,VIP
11626,Customer_11626,Los Angeles,TX,2023-05-12,VIP
11627,Customer_11627,Miami,NC,2023-02-14,Premium
11628,Customer_11628,Los Angeles,FL,2023-09-20,VIP
11629,Customer_11629,Chicago,OH,2022-03-25,Standard
11630,Customer_11630,Atlanta,NC,2022-12-23,Standard
11631,Customer_11631,Atlanta,OH,2023-03-15,Premium
11632,Customer_11632,Chicago,IL,2023-05-03,VIP
11633,Customer_11633,Detroit,MI,2023-11-06,Premium
11634,Customer_11634,New York,CA,2023-12-18,Premium
11635,Customer_11635,Seattle,NY,2022-04-13,Premium
11636,Customer_11636,Los Angeles,OH,2023-01-30,Standard
11637,Customer_11637,Columbus,IL,2022-10-28,Standard
11638,Customer_11638,Miami,NC,2023-09-14,VIP
11639,Customer_11639,Chicago,TX,2022-07-19,Standard
11640,Customer_11640,Seattle,NC,2023-12-31,Standard
11641,Customer_11641,Los Angeles,MI,2022-05-27,VIP
11642,Customer_11642,Charlotte,WA,2023-06-17,VIP
11643,Customer_11643,Detroit,MI,2023-08-09,VIP
11644,Customer_11644,Miami,MI,2023-06-01,Premium
11645,Customer_11645,Atlanta,TX,2022-02-02,Premium
11646,Customer_11646,Chicago,CA,2022-05-11,VIP
11647,Customer_11647,Atlanta,MI,2023-05-25,VIP
11648,Customer_11648,Los Angeles,NC,2022-03-31,Standard
11649,Customer_11649,Atlanta,TX,2022-11-05,VIP
11650,Customer_11650,Miami,NY,2023-11-21,VIP
11651,Customer_11651,New York,CA,2023-07-16,Standard
11652,Customer_11652,Seattle,FL,2023-04-24,Standard
11653,Customer_11653,New York,OH,2022-06-22,Standard
11654,Customer_11654,Chicago,TX,2023-04-02,Standard
11655,Customer_11655,New York,MI,2022-04-29,VIP
11656,Customer_11656,Houston,WA,2023-05-09,Premium
11657,Customer_11657,Seattle,TX,2023-11-10,Standard
11658,Customer_11658,Los Angeles,NC,2023-07-08,Premium
11659,Customer_11659,Seattle,OH,2022-09-04,Standard
11660,Customer_11660,Houston,WA,2022-09-07,Standard
11661,Customer_11661,Columbus,FL,2022-08-05,Standard
11662,Customer_11662,New York,FL,2022-06-24,VIP
11663,Customer_11663,Seattle,FL,2023-11-07,VIP
11664,Customer_11664,Atlanta,IL,2023-12-18,Standard
11665,Customer_11665,Los Angeles,CA,2022-04-02,Premium
11666,Customer_11666,Charlotte,OH,2022-04-19,Standard
11667,Customer_11667,Chicago,NC,2023-03-22,VIP
11668,Customer_11668,Chicago,WA,2022-01-30,Standard
11669,Customer_11669,Chicago,NY,2022-06-14,Standard
11670,Customer_11670,Seattle,OH,2022-12-01,Standard
11671,Customer_11671,New York,TX,2023-01-28,Standard
11672,Customer_11672,Seattle,WA,2022-10-15,Premium
11673,Customer_11673,Miami,NC,2022-08-14,Premium
11674,Customer_11674,Atlanta,MI,2022-09-21,Premium
11675,Customer_11675,Charlotte,GA,2023-11-13,VIP
11676,Customer_11676,Charlotte,WA,2023-05-03,Premium
11677,Customer_11677,Atlanta,MI,2023-11-18,VIP
11678,Customer_11678,Houston,IL,2022-05-07,Premium
11679,Customer_11679,Detroit,FL,2023-11-13,Premium
11680,Customer_11680,Miami,GA,2022-05-20,VIP
11681,Customer_11681,Los Angeles,WA,2023-07-02,VIP
11682,Customer_11682,Charlotte,GA,2023-10-11,Standard
11683,Customer_11683,Chicago,NC,2023-05-19,Premium
11684,Customer_11684,Seattle,FL,2022-04-03,VIP
11685,Customer_11685,Houston,MI,2023-12-10,Premium
11686,Customer_11686,Detroit,NY,2022-12-07,Premium
11687,Customer_11687,Atlanta,OH,2022-08-18,Standard
11688,Customer_11688,Columbus,GA,2023-08-13,Standard
11689,Customer_11689,Los Angeles,FL,2023-09-08,Standard
11690,Customer_11690,Detroit,NY,2022-03-08,Standard
11691,Customer_11691,Chicago,NC,2023-10-22,Standard
11692,Customer_11692,Detroit,TX,2022-12-18,Standard
11693,Customer_11693,Charlotte,TX,2023-01-22,Standard
11694,Customer_11694,Seattle,NC,2023-01-26,Premium
11695,Customer_11695,Atlanta,GA,2023-11-01,VIP
11696,Customer_11696,Detroit,FL,2023-10-20,Standard
11697,Customer_11697,Los Angeles,MI,2023-07-30,VIP
11698,Customer_11698,Detroit,FL,2023-03-24,VIP
11699,Customer_11699,Columbus,CA,2022-08-27,VIP
11700,Customer_11700,Houston,CA,2022-08-17,VIP
11701,Customer_11701,Charlotte,NC,2022-09-23,Standard
11702,Customer_11702,Seattle,CA,2022-04-29,VIP
11703,Customer_11703,Chicago,NY,2022-10-25,Premium
11704,Customer_11704,Atlanta,OH,2022-03-31,Standard
11705,Customer_11705,Atlanta,NY,2022-04-25,Standard
11706,Customer_11706,Houston,FL,2022-04-02,Premium
11707,Customer_11707,New York,MI,2022-12-15,Standard
11708,Customer_11708,New York,NY,2023-08-30,Standard
11709,Customer_11709,Chicago,TX,2022-07-12,VIP
11710,Customer_11710,Detroit,WA,2022-04-29,Premium
11711,Customer_11711,Columbus,OH,2023-08-10,VIP
11712,Customer_11712,Atlanta,NY,2023-01-12,Standard
11713,Customer_11713,Detroit,NC,2022-05-11,Premium
11714,Customer_11714,Atlanta,NY,2022-11-17,Standard
11715,Customer_11715,Atlanta,FL,2023-01-25,Premium
11716,Customer_11716,Detroit,IL,2023-08-14,Standard
11717,Customer_11717,Houston,GA,2022-01-02,Premium
11718,Customer_11718,New York,FL,2022-11-15,VIP
11719,Customer_11719,Miami,CA,2022-03-05,Premium
11720,Customer_11720,Los Angeles,OH,2023-08-28,Standard
11721,Customer_11721,Houston,NC,2023-07-03,Premium
11722,Customer_11722,Charlotte,IL,2022-07-14,VIP
11723,Customer_11723,Columbus,NY,2023-02-02,Premium
11724,Customer_11724,Columbus,NC,2023-03-10,VIP
11725,Customer_11725,Los Angeles,TX,2022-11-24,VIP
11726,Customer_11726,Columbus,NY,2023-01-09,Standard
11727,Customer_11727,Detroit,FL,2023-11-27,Standard
11728,Customer_11728,Columbus,FL,2022-05-10,Premium
11729,Customer_11729,Miami,MI,2023-06-17,VIP
11730,Customer_11730,Columbus,IL,2023-11-11,VIP
11731,Customer_11731,Atlanta,CA,2023-09-09,Standard
11732,Customer_11732,Houston,MI,2023-08-28,Standard
11733,Customer_11733,Detroit,CA,2022-08-16,VIP
11734,Customer_11734,New York,MI,2022-04-20,Standard
11735,Customer_11735,Columbus,OH,2023-02-09,Premium
11736,Customer_11736,Chicago,IL,2022-01-10,Standard
11737,Customer_11737,Chicago,MI,2023-07-06,Premium
11738,Customer_11738,Chicago,WA,2023-04-17,Standard
11739,Customer_11739,Columbus,OH,2022-11-20,Premium
11740,Customer_11740,Charlotte,CA,2022-05-29,VIP
11741,Customer_11741,Atlanta,IL,2022-10-31,Standard
11742,Customer_11742,Seattle,GA,2022-08-13,Premium
11743,Customer_11743,Columbus,TX,2023-05-27,Premium
11744,Customer_11744,Charlotte,NY,2023-11-28,Standard
11745,Customer_11745,Seattle,NY,2023-04-12,Standard
11746,Customer_11746,Los Angeles,FL,2022-05-31,VIP
11747,Customer_11747,Miami,OH,2023-09-08,VIP
11748,Customer_11748,Atlanta,NY,2022-10-18,Premium
11749,Customer_11749,Columbus,WA,2022-05-30,Standard
11750,Customer_11750,Houston,OH,2023-11-13,Premium
11751,Customer_11751,Detroit,NC,2023-12-21,Premium
11752,Customer_11752,Houston,OH,2022-02-05,Standard
11753,Customer_11753,Houston,CA,2023-09-06,Premium
11754,Customer_11754,Los Angeles,GA,2022-11-24,Premium
11755,Customer_11755,Detroit,TX,2022-11-13,Standard
11756,Customer_11756,Los Angeles,OH,2023-05-30,Premium
11757,Customer_11757,Seattle,WA,2023-12-07,Premium
11758,Customer_11758,Los Angeles,TX,2022-05-07,Standard
11759,Customer_11759,Chicago,NY,2022-10-08,Premium
11760,Customer_11760,Miami,FL,2023-12-25,Premium
11761,Customer_11761,Chicago,CA,2023-08-11,Standard
11762,Customer_11762,Columbus,MI,2023-05-05,VIP
11763,Customer_11763,Seattle,MI,2023-10-09,VIP
11764,Customer_11764,Charlotte,OH,2022-08-09,Standard
11765,Customer_11765,Seattle,TX,2023-05-22,Premium
11766,Customer_11766,Charlotte,NY,2022-10-26,VIP
11767,Customer_11767,Miami,IL,2023-12-23,Premium
11768,Customer_11768,Los Angeles,OH,2023-01-21,Standard
11769,Customer_11769,Los Angeles,CA,2022-03-02,Premium
11770,Customer_11770,Detroit,CA,2022-12-08,Standard
11771,Customer_11771,Columbus,MI,2022-06-06,Standard
11772,Customer_11772,Houston,GA,2022-08-04,Standard
11773,Customer_11773,New York,IL,2022-08-19,Standard
11774,Customer_11774,Seattle,GA,2023-12-19,Standard
11775,Customer_11775,Seattle,TX,2022-02-23,VIP
11776,Customer_11776,Columbus,NY,2022-07-03,VIP
11777,Customer_11777,Chicago,OH,2023-05-15,VIP
11778,Customer_11778,Atlanta,WA,2023-02-06,Premium
11779,Customer_11779,Columbus,FL,2022-11-03,VIP
11780,Customer_11780,New York,OH,2023-11-07,VIP
11781,Customer_11781,Los Angeles,NC,2022-06-13,Standard
11782,Customer_11782,Charlotte,NC,2022-01-23,VIP
11783,Customer_11783,Chicago,TX,2023-07-16,Premium
11784,Customer_11784,Chicago,CA,2023-02-06,VIP
11785,Customer_11785,Detroit,FL,2022-12-12,VIP
11786,Customer_11786,Miami,MI,2023-03-09,VIP
11787,Customer_11787,New York,CA,2023-11-26,VIP
11788,Customer_11788,Chicago,OH,2023-04-30,Standard
11789,Customer_11789,New York,NY,2022-12-23,Premium
11790,Customer_11790,Columbus,GA,2023-02-05,VIP
11791,Customer_11791,Charlotte,IL,2023-02-05,VIP
11792,Customer_11792,Charlotte,MI,2022-03-15,Standard
11793,Customer_11793,Seattle,CA,2023-06-25,Premium
11794,Customer_11794,Los Angeles,NY,2022-10-17,VIP
11795,Customer_11795,Seattle,FL,2022-10-17,VIP
11796,Customer_11796,Chicago,TX,2023-12-15,Premium
11797,Customer_11797,Miami,IL,2022-07-19,Premium
11798,Customer_11798,Seattle,FL,2023-12-19,VIP
11799,Customer_11799,Seattle,NY,2023-07-16,Standard
11800,Customer_11800,Seattle,NC,2023-02-08,VIP
11801,Customer_11801,New York,OH,2022-04-10,Standard
11802,Customer_11802,Columbus,IL,2022-05-15,Standard
11803,Customer_11803,Miami,FL,2022-11-28,Standard
11804,Customer_11804,Charlotte,MI,2023-08-18,VIP
11805,Customer_11805,Detroit,IL,2022-02-25,Premium
11806,Customer_11806,New York,NY,2023-12-28,VIP
11807,Customer_11807,Chicago,GA,2022-11-08,Standard
11808,Customer_11808,Miami,NY,2023-04-14,Premium
11809,Customer_11809,Charlotte,GA,2023-11-02,Premium
11810,Customer_11810,Miami,IL,2022-06-17,Standard
11811,Customer_11811,Atlanta,FL,2023-08-15,Standard
11812,Customer_11812,Atlanta,OH,2022-05-21,Standard
11813,Customer_11813,Seattle,CA,2023-03-29,VIP
11814,Customer_11814,Seattle,OH,2023-12-14,Standard
11815,Customer_11815,Atlanta,MI,2023-05-10,Standard
11816,Customer_11816,Detroit,IL,2022-10-26,VIP
11817,Customer_11817,Charlotte,WA,2022-05-29,VIP
11818,Customer_11818,Chicago,IL,2022-08-03,VIP
11819,Customer_11819,Los Angeles,OH,2022-08-12,VIP
11820,Customer_11820,Los Angeles,CA,2022-07-20,VIP
11821,Customer_11821,New York,NY,2023-10-29,VIP
11822,Customer_11822,Detroit,WA,2022-01-10,Standard
11823,Customer_11823,Detroit,OH,2023-01-06,Standard
11824,Customer_11824,Chicago,GA,2023-08-13,Standard
11825,Customer_11825,Miami,FL,2022-04-15,Premium
11826,Customer_11826,Los Angeles,TX,2023-11-26,VIP
11827,Customer_11827,Miami,NC,2022-06-01,Premium
11828,Customer_11828,Miami,NY,2023-01-21,Premium
11829,Customer_11829,Detroit,MI,2023-03-14,VIP
11830,Customer_11830,Miami,CA,2023-11-27,Standard
11831,Customer_11831,Los Angeles,WA,2022-06-22,Premium
11832,Customer_11832,Charlotte,TX,2022-02-27,Standard
11833,Customer_11833,Houston,OH,2022-04-09,Standard
11834,Customer_11834,Miami,GA,2022-12-31,VIP
11835,Customer_11835,Chicago,NY,2023-05-01,VIP
11836,Customer_11836,Columbus,OH,2022-07-03,Premium
11837,Customer_11837,Seattle,MI,2022-02-23,Premium
11838,Customer_11838,Chicago,IL,2022-05-01,Premium
11839,Customer_11839,Atlanta,IL,2023-06-12,Premium
11840,Customer_11840,Los Angeles,IL,2023-10-28,Standard
11841,Customer_11841,Columbus,IL,2022-12-13,Standard
11842,Customer_11842,Seattle,MI,2023-08-31,VIP
11843,Customer_11843,Chicago,IL,2023-03-21,Premium
11844,Customer_11844,Columbus,OH,2022-06-02,VIP
11845,Customer_11845,Houston,GA,2023-10-05,VIP
11846,Customer_11846,Los Angeles,FL,2023-02-18,Premium
11847,Customer_11847,Charlotte,OH,2022-09-08,Premium
11848,Customer_11848,New York,NC,2022-02-04,VIP
11849,Customer_11849,Detroit,NY,2022-05-02,Standard
11850,Customer_11850,Houston,NC,2022-09-04,Standard
11851,Customer_11851,Atlanta,WA,2023-02-11,Standard
11852,Customer_11852,Detroit,NC,2023-05-16,VIP
11853,Customer_11853,Charlotte,OH,2022-11-06,VIP
11854,Customer_11854,Houston,IL,2023-12-06,VIP
11855,Customer_11855,Seattle,IL,2023-09-03,Premium
11856,Customer_11856,Columbus,CA,2022-06-26,Standard
11857,Customer_11857,Los Angeles,TX,2023-10-31,VIP
11858,Customer_11858,Columbus,WA,2023-01-20,Standard
11859,Customer_11859,Miami,NY,2023-12-10,VIP
11860,Customer_11860,Chicago,WA,2023-11-18,Standard
11861,Customer_11861,Atlanta,IL,2023-11-06,Standard
11862,Customer_11862,Miami,CA,2022-04-02,Standard
11863,Customer_11863,Miami,TX,2023-04-20,Premium
11864,Customer_11864,Atlanta,CA,2023-10-28,VIP
11865,Customer_11865,Chicago,OH,2023-01-27,Standard
11866,Customer_11866,Seattle,OH,2022-10-09,VIP
11867,Customer_11867,Chicago,CA,2023-10-10,VIP
11868,Customer_11868,Los Angeles,GA,2023-10-31,Premium
11869,Customer_11869,Columbus,OH,2023-04-01,Standard
11870,Customer_11870,Seattle,TX,2023-01-12,Standard
11871,Customer_11871,New York,NY,2022-01-12,VIP
11872,Customer_11872,Columbus,NC,2022-05-03,VIP
11873,Customer_11873,Seattle,OH,2022-04-30,Premium
11874,Customer_11874,Chicago,WA,2022-03-26,Standard
11875,Customer_11875,Atlanta,IL,2022-05-05,VIP
11876,Customer_11876,Chicago,IL,2023-05-16,Premium
11877,Customer_11877,New York,TX,2023-10-19,Premium
11878,Customer_11878,Seattle,IL,2023-11-16,Standard
11879,Customer_11879,Los Angeles,GA,2023-06-06,VIP
11880,Customer_11880,Chicago,NY,2022-08-19,VIP
11881,Customer_11881,Seattle,TX,2022-01-24,Premium
11882,Customer_11882,Columbus,TX,2023-08-24,Premium
11883,Customer_11883,New York,WA,2023-08-10,Standard
11884,Customer_11884,Los Angeles,CA,2023-08-10,Standard
11885,Customer_11885,Seattle,IL,2023-05-07,Standard
11886,Customer_11886,Houston,NC,2022-10-08,Standard
11887,Customer_11887,Chicago,CA,2023-12-12,Premium
11888,Customer_11888,New York,WA,2022-04-07,Standard
11889,Customer_11889,Los Angeles,OH,2023-08-31,VIP
11890,Customer_11890,Los Angeles,CA,2022-07-05,Standard
11891,Customer_11891,Miami,WA,2023-01-29,Standard
11892,Customer_11892,Detroit,FL,2023-05-11,Premium
11893,Customer_11893,New York,FL,2023-10-23,Premium
11894,Customer_11894,Los Angeles,WA,2023-12-21,Standard
11895,Customer_11895,Seattle,MI,2023-03-21,Premium
11896,Customer_11896,Miami,MI,2022-11-02,Standard
11897,Customer_11897,Detroit,GA,2023-08-09,Standard
11898,Customer_11898,Columbus,TX,2022-05-09,Premium
11899,Customer_11899,Seattle,OH,2022-04-12,VIP
11900,Customer_11900,Chicago,MI,2022-11-30,Standard
11901,Customer_11901,Detroit,FL,2022-03-07,Premium
11902,Customer_11902,New York,TX,2024-01-01,VIP
11903,Customer_11903,Chicago,TX,2023-07-05,Premium
11904,Customer_11904,Charlotte,WA,2022-07-09,VIP
11905,Customer_11905,Charlotte,MI,2023-02-20,Premium
11906,Customer_11906,New York,GA,2023-12-19,Standard
11907,Customer_11907,Columbus,CA,2022-01-21,Standard
11908,Customer_11908,Detroit,FL,2023-02-08,Premium
11909,Customer_11909,Miami,CA,2023-07-24,Premium
11910,Customer_11910,Houston,GA,2023-07-04,Premium
11911,Customer_11911,Los Angeles,IL,2023-06-27,Standard
11912,Customer_11912,Houston,TX,2023-05-16,Premium
11913,Customer_11913,Charlotte,GA,2022-03-07,VIP
11914,Customer_11914,Charlotte,NC,2023-06-16,VIP
11915,Customer_11915,Columbus,IL,2023-08-22,Premium
11916,Customer_11916,Houston,CA,2023-07-06,Standard
11917,Customer_11917,Houston,WA,2024-01-01,VIP
11918,Customer_11918,Miami,IL,2023-10-30,VIP
11919,Customer_11919,Columbus,WA,2022-05-08,VIP
11920,Customer_11920,Columbus,FL,2022-08-01,Premium
11921,Customer_11921,New York,OH,2023-11-06,VIP
11922,Customer_11922,Chicago,IL,2022-05-01,VIP
11923,Customer_11923,Columbus,OH,2022-07-05,VIP
11924,Customer_11924,Columbus,MI,2023-09-06,Standard
11925,Customer_11925,Seattle,NY,2023-12-13,Standard
11926,Customer_11926,Detroit,TX,2022-07-04,Standard
11927,Customer_11927,Detroit,CA,2022-01-06,Premium
11928,Customer_11928,Atlanta,TX,2023-07-23,Premium
11929,Customer_11929,Houston,GA,2023-04-03,VIP
11930,Customer_11930,Los Angeles,IL,2022-11-18,Premium
11931,Customer_11931,Houston,NC,2022-05-06,Premium
11932,Customer_11932,New York,CA,2022-02-10,Premium
11933,Customer_11933,New York,IL,2022-05-12,VIP
11934,Customer_11934,New York,NY,2023-08-12,Standard
11935,Customer_11935,Chicago,GA,2022-07-31,Standard
11936,Customer_11936,Los Angeles,NY,2023-10-31,VIP
11937,Customer_11937,Detroit,NC,2022-06-15,VIP
11938,Customer_11938,Miami,WA,2022-03-31,VIP
11939,Customer_11939,Detroit,MI,2023-07-30,VIP
11940,Customer_11940,Chicago,NC,2022-09-20,VIP
11941,Customer_11941,New York,NY,2022-02-05,Premium
11942,Customer_11942,Chicago,NC,2022-03-28,VIP
11943,Customer_11943,Detroit,FL,2022-05-08,Premium
11944,Customer_11944,Miami,TX,2023-06-03,Standard
11945,Customer_11945,Atlanta,FL,2022-11-02,VIP
11946,Customer_11946,Los Angeles,GA,2023-01-08,Standard
11947,Customer_11947,Chicago,OH,2023-07-12,VIP
11948,Customer_11948,Detroit,WA,2022-06-25,Premium
11949,Customer_11949,Los Angeles,CA,2023-03-10,VIP
11950,Customer_11950,Detroit,NY,2023-11-05,VIP
11951,Customer_11951,Detroit,MI,2022-01-01,VIP
11952,Customer_11952,Miami,NY,2022-09-12,Premium
11953,Customer_11953,Atlanta,GA,2022-11-04,VIP
11954,Customer_11954,Los Angeles,IL,2022-02-17,Premium
11955,Customer_11955,New York,IL,2023-06-16,VIP
11956,Customer_11956,Los Angeles,WA,2022-10-28,Premium
11957,Customer_11957,Columbus,TX,2023-11-06,VIP
11958,Customer_11958,New York,NY,2023-07-01,Premium
11959,Customer_11959,Los Angeles,TX,2023-04-01,Premium
11960,Customer_11960,Seattle,IL,2022-05-24,VIP
11961,Customer_11961,Seattle,MI,2023-08-14,Premium
11962,Customer_11962,Detroit,NC,2023-05-18,VIP
11963,Customer_11963,New York,IL,2023-12-13,VIP
11964,Customer_11964,Los Angeles,WA,2022-11-17,VIP
11965,Customer_11965,Detroit,MI,2023-06-20,VIP
11966,Customer_11966,Houston,TX,2022-12-27,VIP
11967,Customer_11967,Detroit,IL,2023-09-13,Standard
11968,Customer_11968,Chicago,FL,2023-07-06,VIP
11969,Customer_11969,Seattle,OH,2023-06-07,Standard
11970,Customer_11970,Houston,GA,2022-08-03,Premium
11971,Customer_11971,Charlotte,CA,2023-12-06,Premium
11972,Customer_11972,Chicago,TX,2022-04-12,Standard
11973,Customer_11973,New York,NC,2023-11-10,VIP
11974,Customer_11974,Detroit,CA,2022-02-15,Standard
11975,Customer_11975,Seattle,GA,2022-08-31,Standard
11976,Customer_11976,Atlanta,NY,2022-02-07,VIP
11977,Customer_11977,Seattle,MI,2022-07-12,VIP
11978,Customer_11978,Miami,MI,2022-05-26,Standard
11979,Customer_11979,Seattle,IL,2022-11-03,Standard
11980,Customer_11980,Atlanta,TX,2022-08-09,Premium
11981,Customer_11981,Atlanta,OH,2022-05-18,Premium
11982,Customer_11982,Detroit,NY,2023-09-09,Standard
11983,Customer_11983,New York,GA,2023-07-20,Premium
11984,Customer_11984,Atlanta,CA,2022-08-10,VIP
11985,Customer_11985,Seattle,WA,2023-08-29,Standard
11986,Customer_11986,New York,TX,2023-01-03,VIP
11987,Customer_11987,Los Angeles,CA,2022-10-12,VIP
11988,Customer_11988,Seattle,MI,2022-05-12,Premium
11989,Customer_11989,Columbus,CA,2023-09-30,Premium
11990,Customer_11990,Detroit,TX,2023-03-09,Standard
11991,Customer_11991,Chicago,WA,2022-03-18,Premium
11992,Customer_11992,Detroit,OH,2023-07-18,Standard
11993,Customer_11993,Atlanta,FL,2022-09-19,Standard
11994,Customer_11994,Charlotte,TX,2022-09-24,Standard
11995,Customer_11995,Miami,TX,2023-01-26,Standard
11996,Customer_11996,Columbus,FL,2023-10-28,Standard
11997,Customer_11997,Atlanta,TX,2022-06-17,VIP
11998,Customer_11998,Seattle,FL,2023-02-14,Standard
11999,Customer_11999,New York,WA,2023-04-13,Premium
12000,Customer_12000,Columbus,NC,2022-03-27,Standard
12001,Customer_12001,Charlotte,MI,2022-09-18,VIP
12002,Customer_12002,Chicago,MI,2023-11-24,Standard
12003,Customer_12003,New York,OH,2023-03-12,Premium
12004,Customer_12004,Miami,OH,2023-12-13,VIP
12005,Customer_12005,Houston,OH,2022-05-27,Standard
12006,Customer_12006,Miami,IL,2023-07-03,VIP
12007,Customer_12007,Detroit,OH,2022-07-28,Standard
12008,Customer_12008,Columbus,GA,2022-03-14,VIP
12009,Customer_12009,Detroit,OH,2023-10-07,Premium
12010,Customer_12010,Atlanta,TX,2022-10-03,Premium
12011,Customer_12011,Los Angeles,MI,2023-10-11,Standard
12012,Customer_12012,Atlanta,NC,2023-12-15,Standard
12013,Customer_12013,Chicago,MI,2023-10-24,Standard
12014,Customer_12014,Columbus,WA,2022-07-17,Premium
12015,Customer_12015,Los Angeles,GA,2023-01-17,VIP
12016,Customer_12016,New York,WA,2023-08-01,Premium
12017,Customer_12017,Los Angeles,FL,2023-11-05,Standard
12018,Customer_12018,Chicago,CA,2023-10-26,VIP
12019,Customer_12019,Seattle,OH,2023-06-08,Premium
12020,Customer_12020,Detroit,GA,2023-09-12,VIP
12021,Customer_12021,Charlotte,FL,2022-06-17,Premium
12022,Customer_12022,Atlanta,NC,2023-03-06,Standard
12023,Customer_12023,Columbus,GA,2022-06-07,Standard
12024,Customer_12024,Chicago,MI,2022-11-20,VIP
12025,Customer_12025,Houston,NY,2023-03-21,Standard
12026,Customer_12026,Charlotte,MI,2023-01-24,Premium
12027,Customer_12027,Chicago,GA,2022-01-27,Premium
12028,Customer_12028,Houston,FL,2023-09-11,VIP
12029,Customer_12029,Houston,MI,2022-09-11,Premium
12030,Customer_12030,Houston,NC,2022-03-21,VIP
12031,Customer_12031,Seattle,TX,2022-10-04,Standard
12032,Customer_12032,Los Angeles,TX,2022-05-08,VIP
